StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00245015,48.4036,-115.5392,638.9,MT,LIBBY 1 NE RS,,15,-7,19480801-20200714, 83.6%,19840723-20200714, 76.9%,20020719-20200714, 68.2%
USC00245030,44.6331,-112.5928,1913.8,MT,LIMA,,15,-7,19480801-20201007, 89.7%,19840903-20201007, 83.1%,20020920-20201007, 81.7%
USC00245088,45.6970,-110.4540,1431.6,MT,LIVINGSTON RAIN GAUGE,,15,-7,20090901-20201001, 97.6%,20150318-20201001, 99.8%,20171224-20201001, 99.9%
USC00245106,45.3790,-107.3787,994.6,MT,LODGE GRASS,,15,-7,19490101-20201005, 85.5%,19841118-20201005, 75.4%,20021027-20201005, 76.6%
USC00245122,45.8908,-111.4588,1246.3,MT,LOGAN 2 W,,15,-7,19710101-20201014, 83.3%,19951123-20201014, 80.9%,20080504-20201014, 78.7%
USC00245335,48.3469,-107.8769,697.4,MT,MALTA #2,,15,-7,19990109-20200911, 86.7%,20091110-20200911, 87.8%,20150412-20200911, 99.4%
USC00245387,46.5000,-110.3378,1463.0,MT,MARTINSDALE 3 NNW,,15,-7,19410101-20120503, 91.3%,19760901-20120503, 92.6%,19940703-20120503, 92.1%
USC00245388,46.6090,-110.2787,1681.9,MT,MARTINSDALE 10NNE,,15,-7,20120917-20201021, 98.2%,20161004-20201021, 97.3%,20181013-20201021, 94.6%
USW00024037,46.4266,-105.8825,799.8,MT,MILES CITY AIRPORT,74230,15,-7,20190224-20201001, 92.2%,20191213-20201001, 89.1%,20200507-20201001, 89.2%
USC00245706,47.0206,-111.3699,1371.6,MT,MILLEGAN,,15,-7,19480701-20201015, 96.8%,19840823-20201015, 97.2%,20020919-20201015, 96.1%
USC00245791,45.7846,-108.9663,1216.2,MT,MOLT 6 SW,,15,-7,19480701-20200501, 91.0%,19840531-20200501, 86.1%,20020516-20200501, 81.9%
USC00246472,46.3158,-113.3000,1606.3,MT,PHILLIPSBURG RANGER STATION,,15,-7,19780913-20200302, 82.0%,19990608-20200302, 75.8%,20091019-20200302, 59.0%
USC00246562,47.4661,-114.8794,759.0,MT,PLAINS RANGER STATION,,15,-7,19480901-20200721, 82.7%,19840811-20200721, 82.7%,20020801-20200721, 74.8%
USC00246589,48.7910,-104.5298,683.1,MT,PLENTYWOOD 1NE,,15,-7,19980220-20200902, 91.4%,20090528-20200902, 89.4%,20150114-20200902, 99.8%
USC00246610,45.4144,-113.1061,1996.4,MT,POLARIS 4 N,,15,-7,19980501-20201001, 89.5%,20090716-20201001, 92.0%,20150222-20201001, 90.4%
USC00246946,45.7061,-109.5399,1141.2,MT,REEDPOINT,,15,-7,19480701-20201001, 88.4%,19840816-20201001, 86.8%,20020908-20201001, 86.0%
USC00247258,48.0685,-111.0661,975.4,MT,RUSSELL,,15,-7,19480701-20201020, 61.9%,19840825-20201020, 85.3%,20020922-20201020, 83.9%
USC00247292,48.7386,-113.4295,1389.9,MT,ST. MARY,,15,-7,19810501-20201009, 72.4%,20010119-20201009, 72.8%,20101129-20201009, 58.7%
USC00247425,48.8355,-105.4748,728.5,MT,SCOBEY 4 NW,,15,-7,19790501-20200908, 87.6%,20000104-20200908, 94.2%,20100507-20200908, 96.7%
USC00247500,48.5133,-111.8551,1013.5,MT,SHELBY,,15,-7,19480701-20201009, 44.5%,19840820-20201009, 62.7%,20020914-20201009, 87.6%
USC00247603,45.0156,-109.9684,2284.5,MT,SILVER GATE,,15,-7,20140715-20200901, 93.1%,20170808-20200901, 90.3%,20190219-20200901, 80.7%
USC00247610,45.6917,-112.2834,1397.5,MT,SILVERSTAR,,15,-7,19480701-20201004, 93.0%,19840817-20201004, 91.1%,20020910-20201004, 91.1%
USC00247894,46.5137,-114.0910,1028.7,MT,STEVENSVILLE,,15,-7,19780914-20200710, 83.2%,19990812-20200710, 88.3%,20100125-20200710, 88.2%
USC00248087,47.9161,-113.8390,944.9,MT,SWAN LAKE,,15,-7,19480701-20100901, 84.8%,19790801-20100901, 78.0%,19950215-20100901, 82.9%
USC00248169,47.1167,-105.5500,1015.9,MT,TERRY 25 NNW,,15,-7,19400101-20191008, 92.5%,19791119-20191008, 90.5%,19991029-20191008, 88.3%
USC00248329,46.3566,-111.2841,1539.2,MT,TOWNSEND 12 ENE,,15,-7,19480701-20200908, 92.5%,19840804-20200908, 91.5%,20020822-20200908, 89.3%
USC00248511,46.4300,-106.9200,800.1,MT,VANANDA 6 NE,,15,-7,19480701-20201002, 87.2%,19840816-20201002, 79.8%,20020909-20201002, 79.0%
USC00248777,48.8745,-104.0504,641.0,MT,WESTBY,,15,-7,19480701-20200626, 87.7%,19840628-20200626, 80.9%,20020627-20200626, 86.6%
USC00248866,44.6658,-111.0983,2030.0,MT,WEST YELLOWSTONE USFS,,15,-7,19811001-20201010, 85.2%,20010406-20201010, 84.3%,20110107-20201010, 83.3%
USC00249044,47.0059,-108.3560,904.3,MT,WINNETT,,15,-7,19980101-20200917, 81.0%,20090510-20200917, 84.0%,20150113-20200917, 95.5%
USC00249052,46.9393,-108.1968,856.5,MT,WINNETT 8 ESE,,15,-7,19480801-20200908, 94.7%,19840820-20200908, 94.9%,20020830-20200908, 97.5%
USC00249240,45.3127,-107.9383,1007.4,MT,YELLOWTAIL DAM,,15,-7,19480801-20201006, 64.4%,19840903-20201006, 83.1%,20020920-20201006, 70.3%
USC00249900,47.9185,-108.5244,1229.9,MT,ZORTMAN,,15,-7,19650901-20200905, 81.2%,19930304-20200905, 88.5%,20061204-20200905, 96.6%
USC00250075,41.6833,-98.1302,582.2,NE,ALBION 7W,,15,-6,19480901-20201014, 81.1%,19840922-20201014, 88.0%,20021003-20201014, 94.3%
USC00250180,42.2342,-98.9155,664.2,NE,AMELIA,,15,-6,19480801-20201002, 87.8%,19840901-20201002, 85.0%,20020917-20201002, 90.7%
USC00250245,41.6108,-99.9044,833.0,NE,ANSELMO 2 WSW,,15,-6,19480801-20201001, 92.0%,19840831-20201001, 92.5%,20020916-20201001, 94.0%
USC00250435,40.4500,-95.8000,345.0,NE,AUBURN 5 NNE,,15,-6,19861202-20201006, 84.1%,20031104-20201006, 96.1%,20120420-20201006, 99.9%
USC00250580,42.5829,-99.5397,710.2,NE,BASSETT,,15,-6,19480801-20201006, 88.9%,19840903-20201006, 85.8%,20020920-20201006, 81.8%
USC00250622,40.2994,-96.7500,395.3,NE,BEATRICE 1N,,15,-6,19841101-20200401, 91.5%,20020717-20200401, 93.8%,20110525-20200401, 98.6%
USC00250760,40.0646,-101.5437,939.1,NE,BENKELMAN 1N,,15,-7,19480801-20200805, 90.9%,19840803-20200805, 87.1%,20020804-20200805, 87.8%
USC00250781,41.3536,-96.2094,379.5,NE,BENNINGTON 3WSW,,15,-6,20050204-20200121, 95.0%,20120729-20200121, 97.1%,20160425-20200121, 94.1%
USC00250865,41.0654,-102.0710,1029.9,NE,BIG SPRINGS,,15,-7,19480801-20200507, 85.0%,19840619-20200507, 78.5%,20020529-20200507, 69.4%
USC00251145,41.6680,-103.1038,1117.4,NE,BRIDGEPORT,,15,-7,19480801-20201009, 91.2%,19840904-20201009, 83.9%,20020922-20201009, 84.3%
USC00251205,41.4027,-99.6322,754.1,NE,BROKEN BOW NO 2,,15,-6,19480801-20200611, 90.9%,19840706-20200611, 83.1%,20020624-20200611, 85.3%
USC00251345,41.7769,-99.1433,663.2,NE,BURWELL,,15,-6,19480801-20200601, 87.5%,19840701-20200601, 85.6%,20020616-20200601, 87.1%
USC00251450,40.6944,-99.7008,719.9,NE,CANADAY STEAM PLANT,,15,-6,19611101-20200902, 90.7%,19910403-20200902, 89.7%,20051217-20200902, 97.2%
USC00251575,42.8083,-103.0533,1031.1,NE,CHADRON 3SW,,15,-7,19480801-20200201, 82.3%,19840502-20200201, 70.9%,20020318-20200201, 73.5%
USC00251776,42.5055,-97.2086,487.7,NE,COLERIDGE,,15,-6,19501101-20201001, 96.6%,19851016-20201001, 95.8%,20030409-20201001, 97.0%
USC00252010,41.7063,-97.3637,493.8,NE,CRESTON,,15,-6,19480801-20151217, 86.1%,19820409-20151217, 83.0%,19990211-20151217, 85.9%
USC00252011,41.5881,-97.3482,506.0,NE,CRESTON 8SSE,,15,-6,20151125-20180214, 99.6%,20170104-20180214, 99.8%,20170726-20180214, 99.5%
USC00252020,40.6092,-96.8720,445.0,NE,CRETE 4ESE,,15,-6,19720701-20201003, 85.0%,19960817-20201003, 82.4%,20080909-20201003, 90.8%
USC00252049,42.8455,-97.4733,382.5,NE,CROFTON 8N,,15,-6,20030501-20201014, 92.7%,20120122-20201014, 98.7%,20160603-20201014, 97.6%
USC00252100,40.6344,-100.5219,794.3,NE,CURTIS,,15,-6,19480801-20201001, 84.2%,19840831-20201001, 75.6%,20020916-20201001, 77.0%
USC00252205,41.2491,-97.1327,490.7,NE,DAVID CITY,,15,-6,19480801-20191119, 91.7%,19840326-20191119, 91.7%,20020121-20191119, 91.9%
USC00252225,40.1377,-95.7786,332.2,NE,DAWSON 3ENE,,15,-6,19480801-20151102, 90.9%,19820318-20151102, 88.3%,19990109-20151102, 90.3%
USC00252433,40.0411,-96.0499,338.3,NE,DU BOIS 1NNW,,15,-6,19701001-20201007, 88.5%,19951004-20201007, 96.6%,20080405-20201007, 98.8%
USC00252560,40.2763,-99.7836,646.2,NE,EDISON,,15,-6,19480801-20200902, 94.8%,19840817-20200902, 91.9%,20020825-20200902, 90.8%
USC00252655,40.6997,-99.3800,685.8,NE,ELM CREEK 1 SSW,,15,-6,19480801-20200928, 90.5%,19840830-20200928, 93.3%,20020914-20200928, 95.0%
USC00253037,40.0952,-98.9450,567.2,NE,FRANKLIN #2,,15,-6,19830601-20200928, 92.6%,20020129-20200928, 93.1%,20110530-20200928, 97.2%
USC00253185,41.4513,-97.7644,484.6,NE,GENOA 2 W,,15,-6,19480801-20200909, 94.3%,19840820-20200909, 90.9%,20020830-20200909, 95.0%
USC00253205,40.7344,-98.8453,627.9,NE,GIBBON,,15,-6,19480801-20200904, 86.1%,19840818-20200904, 85.4%,20020827-20200904, 86.8%
USC00253469,41.1300,-96.1988,350.5,NE,GRETNA 3ESE,,15,-6,19501101-20201001, 92.9%,19851016-20201001, 88.9%,20030409-20201001, 93.7%
USC00253595,40.0892,-99.2133,612.6,NE,HARLAN COUNTY LAKE,,15,-6,19480801-20200901, 90.9%,19840816-20200901, 85.8%,20020824-20200901, 97.3%
USC00253630,42.6166,-97.2608,429.2,NE,HARTINGTON,,15,-6,20190218-20201002, 17.0%,20191211-20201002,  5.4%,20200507-20201002, 10.7%
USW00024020,40.5232,-101.0346,927.2,NE,HAYES CENTER 1NW,,15,-6,19480801-20201001, 91.8%,19840831-20201001, 87.0%,20020916-20201001, 92.0%
USC00253737,40.1497,-97.5864,448.4,NE,HEBRON #2,,15,-6,19961008-20200903, 84.6%,20080920-20200903, 97.3%,20140912-20200903, 97.8%
USC00253804,41.6666,-96.2597,353.6,NE,HERMAN 4WSW,,15,-6,20081014-20201013, 94.9%,20141014-20201013, 99.9%,20171013-20201013, 99.8%
USC00254455,41.2097,-101.6705,1011.3,NE,KINGSLEY DAM,,15,-7,19480801-20201001, 90.5%,19840831-20201001, 84.8%,20020916-20201001, 85.4%
USC00255040,42.8299,-98.4710,430.1,NE,LYNCH,,15,-6,19480801-20200930, 90.4%,19840831-20200930, 88.1%,20020915-20200930, 83.5%
USC00255112,41.2629,-96.6945,384.0,NE,MALMO 1 E,,15,-6,19501101-20201001, 91.1%,19851016-20201001, 91.9%,20030409-20201001, 96.3%
USC00255312,40.2161,-100.6301,787.9,NE,MC COOK #2,,15,-6,19670913-20200903, 81.7%,19940309-20200903, 78.7%,20070606-20200903, 86.6%
USC00255700,42.0423,-101.0457,979.9,NE,MULLEN,,15,-7,20091127-20201019, 90.5%,20150509-20201019, 83.3%,20180128-20201019, 74.7%
USC00256386,41.4952,-102.1844,1074.4,NE,OSHKOSH 10 NE,,15,-7,19581101-20201001, 94.9%,19891016-20201001, 93.6%,20050409-20201001, 95.9%
USC00256630,42.1152,-96.7058,408.4,NE,PENDER,,15,-6,19490401-20201001, 91.7%,19841231-20201001, 92.2%,20021116-20201001, 94.7%
USC00256657,41.8550,-98.0747,585.2,NE,PETERSBURG,,15,-6,19881005-20201014, 67.1%,20041009-20201014, 57.7%,20121011-20201014, 99.9%
USC00256720,42.1957,-97.5206,480.1,NE,PIERCE,,15,-6,19480801-20201001, 93.3%,19840831-20201001, 93.1%,20020916-20201001, 92.0%
USC00257351,42.3202,-98.0933,565.4,NE,ROYAL 2SE,,15,-6,19951101-20201012, 94.9%,20080422-20201012, 98.0%,20140718-20201012, 99.9%
USC00257685,41.6677,-96.6688,381.6,NE,SCRIBNER,,15,-6,19480801-20201013, 89.8%,19840906-20201013, 92.5%,20020925-20201013, 94.2%
USC00257800,40.2038,-95.7063,332.2,NE,SHUBERT 2SW,,15,-6,20150824-20201003, 99.9%,20180314-20201003, 99.9%,20190624-20201003, 99.8%
USC00257829,41.1097,-102.9788,1315.2,NE,SIDNEY 2S,,15,-7,20090803-20201007, 81.8%,20150306-20201007, 77.5%,20171221-20201007, 67.2%
USC00258025,41.5673,-98.3943,645.3,NE,SPALDING 8S,,15,-6,19480801-20200914, 93.0%,19840823-20200914, 89.8%,20020903-20200914, 96.3%
USC00258395,40.6661,-96.1891,335.3,NE,SYRACUSE,,15,-6,19480801-20201001, 92.6%,19840831-20201001, 94.6%,20020916-20201001, 95.3%
USC00259050,42.2949,-97.0569,457.2,NE,WAYNE 4 NW,,15,-6,19480801-20201002, 89.9%,19840901-20201002, 93.0%,20020917-20201002, 96.7%
USC00259091,40.9158,-96.1408,388.6,NE,WEEPING WATER 3N,,15,-6,20110413-20201002, 87.0%,20160107-20201002, 83.7%,20180521-20201002, 91.2%
USC00259513,40.9152,-97.5997,491.6,NE,YORK 3N,,15,-6,20080901-20200901, 98.2%,20140901-20200901, 99.9%,20170901-20200901, 99.8%
USC00262557,37.3476,-114.5410,1043.0,NV,ELGIN,,15,-8,19510301-20121213, 61.2%,19820121-20121213, 67.3%,19970703-20121213, 63.2%
USC00262570,40.8602,-115.7426,1595.6,NV,ELKO NWS OFFICE,,15,-8,19991105-20200822, 85.2%,20100330-20200822, 87.9%,20150611-20200822, 93.4%
USC00263512,38.5155,-118.6208,1341.1,NV,HAWTHORNE,,15,-8,19540820-20200902, 41.3%,19870827-20200902, 69.2%,20040229-20200902, 82.1%
USC00264698,40.1700,-118.4776,1211.0,NV,LOVELOCK,,15,-8,19520923-20200901, 91.8%,19860912-20200901, 96.1%,20030907-20200901, 94.8%
USC00265191,38.9547,-119.7758,1435.3,NV,MINDEN,,15,-8,19480701-20200901, 94.4%,19840801-20200901, 94.9%,20020817-20200901, 94.4%
USC00265441,39.3422,-119.8636,2205.2,NV,MT. ROSE - CHRISTMAS TREE,,15,-8,19710101-20200903, 90.2%,19951102-20200903, 89.0%,20080403-20200903, 88.1%
USC00265846,36.5508,-114.4580,381.0,NV,OVERTON,,15,-8,19480801-20150803, 57.9%,19820131-20150803, 61.2%,19981101-20150803, 82.5%
USC00265880,37.2689,-115.1217,1016.2,NV,PAHRANAGAT WILDLIFE REF,,15,-8,19650429-20140306, 87.3%,19891001-20140306, 81.5%,20011218-20140306, 72.4%
USC00266252,37.9338,-114.4522,1825.8,NV,PIOCHE,,15,-8,20100702-20131011, 89.4%,20120220-20131011, 96.5%,20121215-20131011, 96.5%
USC00267192,40.4661,-118.3047,1260.3,NV,RYE PATCH DAM,,15,-8,19480701-20200901, 93.8%,19840801-20200901, 92.4%,20020817-20200901, 93.5%
USC00267369,35.4661,-114.9216,1079.0,NV,SEARCHLIGHT,,15,-8,19480701-20160705, 93.5%,19820703-20160705, 88.7%,19990704-20160705, 82.0%
USC00267612,38.8822,-119.3511,1524.0,NV,SMITH 6 N,,15,-8,19730703-20200210, 90.7%,19961021-20200210, 93.3%,20080616-20200210, 94.3%
USC00267750,38.0405,-114.1800,1813.6,NV,SPRING VALLEY STATE PARK,,15,-8,19770104-20121213, 87.4%,19941224-20121213, 82.8%,20031219-20121213, 79.0%
USC00268822,39.0747,-119.1189,1310.6,NV,WABUSKA 6 SE,,15,-8,19720601-20200918, 92.3%,19960725-20200918, 94.7%,20080821-20200918, 95.0%
USC00268838,39.6915,-119.2900,1219.2,NV,WADSWORTH 4N,,15,-8,19740814-20200903, 91.9%,19970824-20200903, 88.5%,20090227-20200903, 82.3%
USC00270998,43.5984,-71.7185,146.9,NH,BRISTOL,,15,-5,19480501-20181011, 85.3%,19830722-20181011, 79.6%,20010301-20181011, 73.4%
USC00271925,42.8267,-71.4412,64.0,NH,DAME AND DUCHAME WELLS,,15,-5,20160623-20200901, 98.0%,20180728-20200901, 99.9%,20190815-20200901, 99.7%
USC00272174,43.1432,-70.9501,22.9,NH,DURHAM,,15,-5,19480501-20200901, 83.0%,19840701-20200901, 81.4%,20020801-20200901, 71.8%
USC00272842,44.7888,-71.1230,387.1,NH,ERROL,,15,-5,19480501-20140730, 85.7%,19810615-20140730, 74.4%,19980106-20140730, 64.6%
USC00273182,43.4703,-71.6537,137.2,NH,FRANKLIN FALLS DAM,,15,-5,19480501-20200902, 86.1%,19840702-20200902, 75.4%,20020802-20200902, 54.8%
USC00273850,43.7052,-72.2855,178.0,NH,HANOVER,,15,-5,19480601-20200908, 88.0%,19840720-20200908, 82.3%,20020814-20200908, 72.7%
USC00274218,43.1890,-71.7460,131.1,NH,HOPKINTON LAKE,,15,-5,19630627-20190725, 87.6%,19910711-20190725, 77.5%,20050717-20190725, 80.3%
USC00274806,44.2810,-71.8077,209.1,NH,LITTLETON 4,,15,-5,19981021-20200903, 75.7%,20090927-20200903, 92.9%,20150317-20200903, 99.3%
USC00275780,43.4758,-71.1788,195.1,NH,NEW DURHAM 3 NNW,,15,-5,19480501-20190515, 87.8%,19831107-20190515, 78.9%,20010810-20190515, 59.3%
USC00275868,43.3772,-72.1812,234.7,NH,NEWPORT,,15,-5,19691120-20190501, 81.1%,19940810-20190501, 75.0%,20061220-20190501, 79.7%
USC00276234,44.6820,-71.5858,289.6,NH,NORTH STRATFORD,,15,-5,19680918-20190828, 75.6%,19940309-20190828, 58.9%,20061202-20190828, 78.7%
USC00276818,44.2580,-71.2525,617.2,NH,PINKHAM NOTCH,,15,-5,19480501-20200910, 79.1%,19840706-20200910, 69.9%,20020808-20200910, 56.5%
USC00276856,45.0469,-71.3830,405.4,NH,PITTSBURG RESERVOIR,,15,-5,19480501-20200904, 88.3%,19840703-20200904, 80.1%,20020804-20200904, 64.9%
USC00278885,43.9099,-71.8878,216.4,NH,WARREN,,15,-5,19480501-20181101, 80.6%,19830801-20181101, 68.4%,20010317-20181101, 71.6%
USC00281351,38.9534,-74.9361,6.1,NJ,CAPE MAY 2 NW,,15,-5,19480501-20200801, 84.2%,19840616-20200801, 77.0%,20020709-20200801, 72.4%
USC00286964,40.0137,-74.8175,19.2,NJ,PHILADELPHIA/MT. HOLLY WFO,,15,-5,20180427-20190704, 96.5%,20181129-20190704, 94.5%,20190317-20190704, 89.1%
USC00290041,36.2402,-106.4277,1944.6,NM,ABIQUIU DAM,,15,-7,19631002-20200102, 75.2%,19911117-20200102, 52.3%,20051209-20200102, 62.4%
USC00290407,36.3949,-105.2852,2590.8,NM,ANGEL FIRE 1S,,15,-7,19940101-20200803, 81.5%,20070418-20200803, 94.3%,20131210-20200803, 99.0%
USC00290417,31.9380,-108.7688,1371.9,NM,ANIMAS 3ESE,,15,-7,19700101-20200728, 91.2%,19950415-20200728, 88.8%,20071206-20200728, 96.1%
USC00290600,32.8333,-104.4000,1033.9,NM,ARTESIA,,15,-7,19471001-20201002, 96.1%,19840401-20201002, 95.4%,20020702-20201002, 92.6%
USC00290640,34.0750,-107.6211,2133.6,NM,AUGUSTINE 2E,,15,-7,19471001-20200801, 92.9%,19840301-20200801, 94.6%,20020517-20200801, 96.0%
USC00290818,33.4286,-108.1000,2033.0,NM,BEAVERHEAD R/S,,15,-7,19480701-20200106, 82.6%,19840403-20200106, 78.3%,20020218-20200106, 66.3%
USC00291120,33.4486,-105.6847,2150.4,NM,BONITO DAM,,15,-7,19471001-20200807, 92.0%,19840304-20200807, 92.6%,20020521-20200807, 90.7%
USC00291286,32.8965,-107.3077,1292.0,NM,CABALLO DAM,,15,-7,19471001-20201001, 94.0%,19840401-20201001, 89.8%,20020702-20201001, 88.4%
USC00291440,33.5311,-105.5947,1975.1,NM,CAPITAN,,15,-7,19760109-20150814, 91.7%,19951027-20150814, 87.6%,20050919-20150814, 88.1%
USC00291445,33.3433,-103.6783,1325.9,NM,CAPROCK,,15,-7,20070701-20201019, 88.0%,20140223-20201019, 87.8%,20170622-20201019, 95.0%
USC00291469,32.3479,-104.2224,951.0,NM,CARLSBAD,,15,-7,19471001-20200514, 91.4%,19840122-20200514, 86.0%,20020319-20200514, 81.0%
USC00291963,34.5988,-103.2161,1351.8,NM,CLOVIS 13 N,,15,-7,19490701-20200803, 95.2%,19850116-20200803, 92.9%,20021025-20200803, 90.5%
USC00291982,35.6413,-106.3322,1694.7,NM,COCHITI DAM,,15,-7,19670501-20200506, 87.8%,19931102-20200506, 79.5%,20070203-20200506, 74.5%
USC00292030,35.4072,-104.1905,1293.6,NM,CONCHAS DAM,,15,-7,19471001-20200803, 93.2%,19840302-20200803, 90.2%,20020518-20200803, 85.1%
USC00292100,35.2488,-106.5950,1531.9,NM,CORRALES,,15,-7,19821106-20200801, 76.6%,20010918-20200801, 77.0%,20110224-20200801, 80.6%
USC00292241,35.9951,-106.9704,2105.6,NM,CUBA,,15,-7,19700701-20150806, 85.6%,19930117-20150806, 78.7%,20040427-20150806, 63.9%
USC00292250,35.0883,-107.5177,1888.2,NM,CUBERO,,15,-7,19770101-20200804, 95.7%,19981018-20200804, 95.7%,20090910-20200804, 97.5%
USC00292510,35.1841,-105.0569,1569.7,NM,DILIA,,15,-7,19471001-20190906, 90.4%,19830918-20190906, 87.8%,20010911-20190906, 82.9%
USC00292665,34.4691,-105.3975,1915.7,NM,DURAN,,15,-7,19471001-20200802, 94.8%,19840302-20200802, 92.8%,20020518-20200802, 92.6%
USC00292700,36.5575,-105.2627,2523.7,NM,EAGLE NEST,,15,-7,19471001-20200801, 86.1%,19840301-20200801, 81.4%,20020517-20200801, 68.7%
USC00292837,36.5927,-106.7300,2054.4,NM,EL VADO DAM,,15,-7,19471001-20190204, 94.6%,19830603-20190204, 91.2%,20010404-20190204, 88.1%
USC00293142,36.6897,-108.3086,1714.5,NM,FARMINGTON AG SCIENCE CNT,,15,-7,19780401-20200806, 91.4%,19990604-20200806, 88.0%,20100104-20200806, 80.8%
USC00294009,32.9202,-107.5656,1605.4,NM,HILLSBORO,,15,-7,19471001-20201001, 94.6%,19840401-20201001, 96.3%,20020702-20201001, 94.6%
USC00294030,32.7125,-103.3538,1169.2,NM,HOBBS 13W,,15,-7,19961101-20191018, 82.7%,20080425-20191018, 81.9%,20140120-20191018, 83.8%
USC00294089,33.3802,-105.2544,1606.3,NM,HONDO 1SE,,15,-7,19471001-20150814, 94.4%,19810906-20150814, 92.8%,19980825-20150814, 90.9%
USC00294112,32.8095,-104.7379,1245.1,NM,HOPE,,15,-7,19650502-20201003, 81.5%,19930116-20201003, 65.6%,20061125-20201003, 85.4%
USC00294366,35.3886,-106.5438,1642.3,NM,JEMEZ DAM,,15,-7,19531001-20200504, 89.9%,19870117-20200504, 83.4%,20030910-20200504, 74.6%
USC00294426,32.6161,-106.7404,1316.1,NM,JORNADA EXP RANGE,,15,-7,19471101-20201001, 96.4%,19840416-20201001, 96.5%,20020709-20201001, 97.6%
USC00294862,35.5677,-105.2130,1935.2,NM,LAS VEGAS WASTE WATER PLANT,,15,-7,19830616-20190424, 81.5%,20010520-20190424, 68.3%,20100507-20190424, 46.2%
USC00295370,32.8568,-103.7624,1266.1,NM,MALJAMAR,,15,-7,19480201-20121106, 90.5%,19800619-20121106, 86.8%,19960828-20121106, 76.9%
USC00296041,36.0763,-108.8580,2854.1,NM,NARBONA PASS,,15,-7,20070103-20200803, 72.7%,20131018-20200803, 88.1%,20170311-20200803, 84.6%
USC00296275,36.1838,-105.0608,2333.2,NM,OCATE 2 NW,,15,-7,19600826-20200802, 96.8%,19900814-20200802, 95.9%,20050808-20200802, 98.3%
USC00296435,32.3788,-106.0924,1286.6,NM,OROGRANDE,,15,-7,19471101-20160218, 90.7%,19811225-20160218, 90.5%,19990121-20160218, 85.6%
USC00296676,35.5488,-105.6886,2096.4,NM,PECOS NATIONAL MONUMENT,,15,-7,20170222-20200806, 74.2%,20181114-20200806, 99.8%,20190925-20200806, 99.7%
USC00296812,34.4930,-107.8883,2426.5,NM,PIETOWN 19NE,,15,-7,19880901-20200602, 86.4%,20040717-20200602, 84.4%,20120624-20200602, 86.2%
USC00297094,34.4208,-105.8913,1919.3,NM,PROGRESSO,,15,-7,19471101-20181030, 91.0%,19830501-20181030, 84.4%,20010129-20181030, 72.3%
USC00297180,34.3447,-108.4922,2096.4,NM,QUEMADO,,15,-7,20020301-20200403, 85.2%,20110318-20200403, 88.9%,20150925-20200403, 83.9%
USC00297279,36.9194,-104.4325,2112.9,NM,RATON FILTER PLANT,,15,-7,19530902-20200422, 74.0%,19861227-20200422, 84.0%,20030825-20200422, 79.3%
USC00297423,33.7527,-107.2094,1661.2,NM,RIENHARDT RANCH,,15,-7,19511001-20190711, 91.0%,19850820-20190711, 83.1%,20020731-20190711, 72.0%
USC00297614,33.3075,-104.5280,1112.2,NM,ROSWELL 2 S,,15,-7,20031201-20170709, 82.0%,20100919-20170709, 90.7%,20140212-20170709, 96.6%
USC00297638,35.9331,-104.1375,1750.5,NM,ROY,,15,-7,19471101-20170405, 87.9%,19820719-20170405, 80.6%,19991126-20170405, 65.6%
USC00297649,33.3677,-105.6611,2112.3,NM,RUIDOSO,,15,-7,19471101-20150814, 80.6%,19810922-20150814, 66.1%,19980902-20150814, 75.4%
USC00297736,32.7909,-105.5606,2250.0,NM,SACRAMENTO # 2,,15,-7,19741120-20201015, 90.7%,19971102-20201015, 85.8%,20090424-20201015, 95.8%
USC00298085,35.6194,-105.9753,2059.2,NM,SANTA FE 2,,15,-7,19720322-20200802, 94.0%,19960527-20200802, 94.5%,20080629-20200802, 96.9%
USC00298127,31.8727,-106.6980,1252.4,NM,SANTA TERESA AIRPORT,,15,-7,20020301-20201001, 96.9%,20110616-20201001, 99.6%,20160207-20201001, 99.9%
USC00298387,34.0605,-106.8842,1399.9,NM,SOCORRO,,15,-7,19480701-20200808, 93.1%,19840720-20200808, 87.9%,20020730-20200808, 81.3%
USC00298501,36.3627,-104.5849,1794.7,NM,SPRINGER,,15,-7,19471101-20200401, 88.6%,19840116-20200401, 80.5%,20020222-20200401, 68.1%
USC00298518,35.1766,-105.9438,1943.1,NM,STANLEY 2 NNE,,15,-7,19541201-20200804, 89.9%,19871003-20200804, 82.2%,20040304-20200804, 84.5%
USC00298535,32.2823,-106.7598,1184.5,NM,STATE UNIVERSITY,,15,-7,19590401-20201001, 94.2%,19891231-20201001, 90.2%,20050517-20201001, 95.1%
USC00298596,34.6033,-104.3811,1312.5,NM,SUMNER LAKE,,15,-7,19750101-20200803, 86.1%,19971017-20200803, 75.7%,20090311-20200803, 91.9%
USC00298834,35.3000,-108.1472,2263.1,NM,THOREAU 12 SE,,15,-7,19940701-20151124, 89.1%,20050313-20151124, 86.1%,20100719-20151124, 79.3%
USC00299031,35.7991,-107.1813,2042.2,NM,TORREON NAVAJO MISSION,,15,-7,19610121-20200807, 95.2%,19901030-20200807, 92.4%,20050918-20200807, 93.4%
